# PORT_M1_SPEC.md §3 vol layer V1/V2 + CC-M1-1(A) + D-054 SANE mids (spec_sha16=b84832556267e703)
# params_hash=9249e6e164e637222cf009ebe366844717b544b4e33876e84bf42e7c45150767
# the LAST row with is_frozen_candidate=1 per (asset,segment,target) is the FROZEN coefficient vector exported to M1.B (fit through 2024-12-31)
# beta_log_context is empty for HG (no context series)
asset	segment	target	refit_month	n_train	n_predict	mean_log_target	cal_persistence_log	cal_atr_log	is_frozen_candidate	beta_const	beta_log_rv1	beta_log_rv5	beta_log_rv22	beta_log_parkinson1	beta_log_gk1	beta_log_rs1	beta_log1p_jump1	beta_log_context	beta_dow_TUE	beta_dow_WED	beta_dow_THU	beta_dow_FRI
NKD	TOKYO	RANGE	2023-10	689	22	7.318677	-0.000960	-0.313130	1	1.463509	0.088971	0.101871	0.112585	-0.031537	0.481205	-0.222551	0.001288		-0.018573	-0.044156	-0.004740	0.059771
NKD	TOKYO	RANGE	2023-11	711	22	7.325063	-0.000546	-0.309318	1	1.494493	0.090170	0.102761	0.110515	-0.046816	0.509197	-0.240265	0.001478		-0.005058	-0.045695	0.004287	0.057928
NKD	TOKYO	RANGE	2023-12	733	20	7.326875	-0.000834	-0.309553	1	1.574203	0.097820	0.093442	0.114135	-0.099440	0.549941	-0.241162	0.000332		-0.020174	-0.043666	-0.007332	0.049297
NKD	TOKYO	RANGE	2024-01	753	22	7.329657	-0.000822	-0.306874	1	1.624978	0.098367	0.091829	0.113785	-0.096287	0.539331	-0.237215	0.000126		-0.020568	-0.046291	-0.013401	0.040271
NKD	TOKYO	RANGE	2024-02	775	21	7.338748	0.000153	-0.300801	1	1.556690	0.097684	0.093719	0.119599	-0.025912	0.408451	-0.180051	-0.000504		-0.011090	-0.032723	-0.005418	0.040122
NKD	TOKYO	RANGE	2024-03	796	20	7.342332	-0.000641	-0.301286	1	1.596143	0.082601	0.103239	0.120301	0.022195	0.341595	-0.159026	0.000170		0.005132	-0.033178	0.002955	0.043715
NKD	TOKYO	RANGE	2024-04	816	22	7.353053	-0.000390	-0.297123	1	1.490641	0.083378	0.102161	0.129135	0.048017	0.300544	-0.144013	-0.000326		-0.001320	-0.037018	0.002006	0.037430
NKD	TOKYO	RANGE	2024-05	838	23	7.364908	-0.000445	-0.294684	1	1.410812	0.084336	0.104509	0.136124	0.078370	0.219508	-0.100450	-0.001250		-0.008070	-0.038517	0.000445	0.039829
NKD	TOKYO	RANGE	2024-06	861	20	7.372783	-0.000147	-0.292964	1	1.365966	0.089692	0.095668	0.148353	0.111100	0.138752	-0.062979	-0.001430		-0.006536	-0.026841	0.007610	0.040977
NKD	TOKYO	RANGE	2024-07	881	23	7.374854	-0.000808	-0.294905	1	1.407829	0.089151	0.092637	0.150651	0.094859	0.176680	-0.087477	-0.000991		-0.021114	-0.037105	0.000758	0.027290
NKD	TOKYO	RANGE	2024-08	904	22	7.385654	0.000743	-0.289625	1	1.302789	0.083473	0.103923	0.151390	0.092328	0.185374	-0.091027	-0.001593		-0.008927	-0.022238	0.000680	0.029189
NKD	TOKYO	RANGE	2024-09	926	21	7.406503	-0.000447	-0.289661	1	1.415501	0.099495	0.121596	0.104664	0.134651	0.121637	-0.058775	-0.001452		-0.012641	-0.027577	0.000724	0.022408
NKD	TOKYO	RANGE	2024-10	947	23	7.421372	0.000540	-0.289836	1	1.268375	0.093287	0.115420	0.123766	0.147944	0.132977	-0.076416	-0.001191		-0.011762	-0.027938	0.001156	0.022119
NKD	TOKYO	RANGE	2024-11	970	21	7.430528	-0.000363	-0.294345	1	1.392373	0.094630	0.105600	0.123985	0.119694	0.179473	-0.095031	-0.001573		-0.014759	-0.035288	-0.000819	0.010852
NKD	TOKYO	RANGE	2024-12	991	21	7.440661	-0.000636	-0.294544	1	1.329384	0.095804	0.102954	0.127844	0.126519	0.174163	-0.092530	-0.001734		-0.007654	-0.029597	0.005601	0.008759
NKD	TOKYO	RANGE	2025-01	1012	22	7.445137	-0.000660	-0.295727	1	1.328203	0.096636	0.106912	0.126161	0.123964	0.167385	-0.089316	-0.001275		-0.009798	-0.034684	0.004942	0.011491
NKD	TOKYO	RANGE	2025-02	1034	20	7.452286	-0.000897	-0.293046	0	1.314352	0.098266	0.108974	0.125706	0.134509	0.140710	-0.076615	-0.001158		-0.010616	-0.042075	-0.000048	0.001880
NKD	TOKYO	RANGE	2025-03	1054	21	7.455019	0.000364	-0.292889	0	1.314417	0.096805	0.110965	0.124042	0.124257	0.149975	-0.073705	-0.001137		-0.010615	-0.039522	0.001992	0.005318
NKD	TOKYO	RANGE	2025-04	1075	21	7.457987	0.000098	-0.296139	0	1.349557	0.103536	0.107675	0.123648	0.152827	0.085986	-0.049238	-0.001168		-0.006325	-0.035509	0.000650	0.012981
NKD	TOKYO	RANGE	2025-05	1096	22	7.468600	-0.000803	-0.299670	0	1.419972	0.102649	0.113780	0.107053	0.164392	0.086089	-0.048512	-0.001543		-0.008129	-0.029814	0.008733	0.017110
NKD	TOKYO	RANGE	2025-06	1118	21	7.471510	-0.000508	-0.304710	0	1.485286	0.097326	0.125991	0.091280	0.152790	0.109846	-0.052154	-0.001335		-0.014338	-0.028016	0.003987	0.008939
NKD	TOKYO	RANGE	2025-07	1139	23	7.472941	-0.000184	-0.306393	0	1.486374	0.098966	0.126401	0.090409	0.144441	0.128338	-0.064878	-0.000967		-0.017351	-0.031427	0.002503	0.010396
NKD	TOKYO	RANGE	2025-08	1162	21	7.477610	-0.000176	-0.303537	0	1.490576	0.098502	0.125493	0.092437	0.161548	0.080980	-0.035827	-0.001281		-0.015126	-0.027979	0.001034	0.010284
NKD	TOKYO	RANGE	2025-09	1183	22	7.483474	-0.000560	-0.300939	0	1.464730	0.095774	0.131394	0.094637	0.136182	0.106486	-0.043460	-0.000865		-0.012816	-0.025799	0.005482	0.014858
NKD	TOKYO	RANGE	2025-10	1205	23	7.488735	-0.000370	-0.299159	0	1.448742	0.095242	0.126764	0.098199	0.143844	0.100789	-0.040679	-0.000670		-0.010654	-0.023395	0.011292	0.019752
NKD	TOKYO	RANGE	2025-11	1228	20	7.502483	0.000382	-0.294833	0	1.330456	0.099242	0.130645	0.102984	0.149001	0.076657	-0.029662	-0.000441		-0.012768	-0.023435	0.005715	0.023747
NKD	TOKYO	RANGE	2025-12	1248	22	7.513532	-0.000746	-0.294373	0	1.309567	0.096402	0.132819	0.103823	0.167084	0.056688	-0.025667	-0.000809		0.003952	-0.013306	0.007117	0.026223
NKD	TOKYO	SIGMA	2022-02	258	20	6.976013	0.000034	-0.673136	1	1.834234	0.037613	0.133934	0.028431	0.126589	0.440923	-0.238875	0.000322		-0.042090	-0.083653	-0.079354	-0.002254
NKD	TOKYO	SIGMA	2022-03	278	23	6.978516	0.000175	-0.678261	1	1.996421	0.034475	0.140878	0.016067	0.087471	0.489073	-0.253952	0.001592		-0.052461	-0.118368	-0.077787	-0.016941
NKD	TOKYO	SIGMA	2022-04	301	20	6.987699	-0.000755	-0.689289	1	2.154686	0.040144	0.128573	0.013995	0.031357	0.593559	-0.308524	0.002041		-0.053667	-0.114832	-0.083014	-0.005585
NKD	TOKYO	SIGMA	2022-05	321	22	6.985227	-0.002181	-0.698243	1	2.271892	0.048765	0.128530	0.007427	0.059130	0.521311	-0.284062	0.001505		-0.052214	-0.099561	-0.082871	-0.011275
NKD	TOKYO	SIGMA	2022-06	343	22	6.982950	-0.001572	-0.711032	1	2.186339	0.063167	0.115575	0.018334	0.072865	0.482604	-0.270677	0.000775		-0.053891	-0.103948	-0.082901	-0.013914
NKD	TOKYO	SIGMA	2022-07	365	21	6.979248	-0.001614	-0.718150	1	2.152652	0.065428	0.115752	0.019549	0.111494	0.418328	-0.247710	0.001216		-0.056810	-0.109812	-0.077999	-0.023727
NKD	TOKYO	SIGMA	2022-08	386	23	6.973791	-0.001458	-0.722058	1	2.129000	0.062342	0.124867	0.013459	0.081090	0.465451	-0.262203	0.001394		-0.047673	-0.109522	-0.073287	-0.017165
NKD	TOKYO	SIGMA	2022-09	409	22	6.952654	-0.001428	-0.728249	1	1.346604	0.062181	0.136535	0.058288	0.047014	0.514106	-0.279443	0.001226		-0.044234	-0.100958	-0.084126	-0.015102
NKD	TOKYO	SIGMA	2022-10	431	21	6.942238	-0.001123	-0.731145	1	1.232505	0.055462	0.139389	0.069432	0.062849	0.495990	-0.277047	0.001602		-0.035632	-0.089022	-0.076733	-0.014447
NKD	TOKYO	SIGMA	2022-11	452	22	6.936029	-0.001866	-0.738007	1	1.126884	0.055829	0.129143	0.087909	0.087176	0.401521	-0.208464	0.001808		-0.048596	-0.098163	-0.085665	-0.024276
NKD	TOKYO	SIGMA	2022-12	474	21	6.913783	-0.002412	-0.749051	1	0.763614	0.045174	0.143641	0.103533	0.030259	0.491743	-0.230379	0.001757		-0.046519	-0.101697	-0.085981	-0.020104
NKD	TOKYO	SIGMA	2023-01	495	21	6.903143	-0.001526	-0.752507	1	0.904172	0.079592	0.086294	0.127648	0.025518	0.478589	-0.232790	0.000585		-0.043235	-0.107232	-0.085459	-0.029204
NKD	TOKYO	SIGMA	2023-02	516	20	6.893961	-0.001777	-0.756509	1	0.924014	0.084965	0.071329	0.134179	0.050297	0.441962	-0.219045	0.000730		-0.040036	-0.089297	-0.082522	-0.028215
NKD	TOKYO	SIGMA	2023-03	536	23	6.875957	-0.002150	-0.761461	1	0.647854	0.073862	0.090952	0.144478	0.064208	0.427792	-0.217546	0.000504		-0.039459	-0.086645	-0.086143	-0.024795
NKD	TOKYO	SIGMA	2023-04	559	20	6.870362	-0.001337	-0.762718	1	0.840344	0.076491	0.094864	0.125864	0.108179	0.343650	-0.180062	0.000799		-0.052085	-0.088113	-0.090528	-0.025420
NKD	TOKYO	SIGMA	2023-05	579	23	6.856358	-0.000890	-0.771176	1	0.770630	0.071671	0.107415	0.120126	0.104348	0.360343	-0.187737	0.001003		-0.048611	-0.091575	-0.092018	-0.023515
NKD	TOKYO	SIGMA	2023-06	602	22	6.850785	-0.000764	-0.769272	1	0.733867	0.062980	0.113779	0.120962	0.093865	0.391173	-0.201189	0.001462		-0.041250	-0.094965	-0.085086	-0.019376
NKD	TOKYO	SIGMA	2023-07	624	21	6.865582	-0.000442	-0.761912	1	0.609263	0.065002	0.117957	0.121317	0.087159	0.400161	-0.198073	0.001045		-0.039656	-0.086928	-0.082528	-0.017594
NKD	TOKYO	SIGMA	2023-08	645	23	6.875393	-0.000343	-0.757543	1	0.534772	0.061842	0.111138	0.132911	0.053706	0.457950	-0.216843	0.001614		-0.034919	-0.077863	-0.073543	-0.004738
NKD	TOKYO	SIGMA	2023-09	668	21	6.879890	-0.000893	-0.756477	1	0.595499	0.062993	0.118012	0.127904	0.077542	0.383071	-0.179036	0.001451		-0.044851	-0.078535	-0.077403	-0.012738
NKD	TOKYO	SIGMA	2023-10	689	22	6.880436	-0.000355	-0.752250	1	0.602045	0.065967	0.112785	0.128962	0.065246	0.402125	-0.184700	0.001068		-0.036925	-0.072831	-0.066279	-0.005503
NKD	TOKYO	SIGMA	2023-11	711	22	6.889466	0.000268	-0.745808	1	0.546545	0.067993	0.113816	0.130135	0.050132	0.430444	-0.197578	0.000675		-0.032550	-0.073932	-0.065925	-0.007571
NKD	TOKYO	SIGMA	2023-12	733	20	6.891088	-0.000425	-0.746204	1	0.622214	0.073464	0.107352	0.130983	-0.003412	0.485305	-0.208117	-0.000163		-0.037545	-0.071083	-0.071940	-0.010173
NKD	TOKYO	SIGMA	2024-01	753	22	6.894582	-0.000414	-0.742800	1	0.649455	0.073091	0.104618	0.133973	-0.020817	0.508215	-0.217210	0.000162		-0.038810	-0.075287	-0.074380	-0.012911
NKD	TOKYO	SIGMA	2024-02	775	21	6.901822	-0.000427	-0.738528	1	0.622851	0.069312	0.116379	0.130296	0.048637	0.387126	-0.170342	-0.000159		-0.026139	-0.067669	-0.060944	-0.007614
NKD	TOKYO	SIGMA	2024-03	796	20	6.906831	-0.000447	-0.737586	1	0.613639	0.060802	0.119488	0.133161	0.088877	0.329882	-0.148596	0.000406		-0.015937	-0.062343	-0.051572	-0.000697
NKD	TOKYO	SIGMA	2024-04	816	22	6.916341	-0.000323	-0.734599	1	0.532476	0.059078	0.121039	0.136592	0.114939	0.297052	-0.136409	0.000139		-0.010602	-0.063549	-0.048479	-0.001368
NKD	TOKYO	SIGMA	2024-05	838	23	6.929139	-0.000158	-0.731210	1	0.428040	0.061288	0.118974	0.145692	0.127804	0.262281	-0.116428	-0.000308		-0.020237	-0.067527	-0.054215	-0.003839
NKD	TOKYO	SIGMA	2024-06	861	20	6.934811	-0.000181	-0.731644	1	0.466253	0.064087	0.115556	0.147053	0.139016	0.227093	-0.099595	-0.000332		-0.018288	-0.058243	-0.046890	-0.001677
NKD	TOKYO	SIGMA	2024-07	881	23	6.937779	-0.000287	-0.732684	1	0.481797	0.062836	0.117028	0.146820	0.121666	0.258427	-0.115536	-0.000196		-0.025117	-0.061382	-0.050367	-0.005406
NKD	TOKYO	SIGMA	2024-08	904	22	6.948266	0.000592	-0.727695	1	0.381728	0.061022	0.127776	0.144243	0.119783	0.268076	-0.121261	-0.000787		-0.020348	-0.054307	-0.046671	0.001198
NKD	TOKYO	SIGMA	2024-09	926	21	6.968779	-0.000282	-0.728048	1	0.641753	0.076700	0.138683	0.096590	0.174851	0.173738	-0.075972	-0.000927		-0.019126	-0.055366	-0.049025	-0.004983
NKD	TOKYO	SIGMA	2024-10	947	23	6.983721	0.000826	-0.728136	1	0.534643	0.073980	0.133465	0.107195	0.195758	0.168264	-0.082573	-0.000764		-0.013090	-0.049841	-0.042211	0.002269
NKD	TOKYO	SIGMA	2024-11	970	21	6.993134	0.000033	-0.732376	1	0.645730	0.070013	0.130470	0.104143	0.160603	0.230181	-0.104800	-0.001164		-0.016563	-0.054834	-0.043347	-0.005401
NKD	TOKYO	SIGMA	2024-12	991	21	7.002053	-0.000228	-0.733762	1	0.635054	0.071038	0.126717	0.107556	0.163887	0.224000	-0.102215	-0.001192		-0.010111	-0.049278	-0.036936	-0.004016
NKD	TOKYO	SIGMA	2025-01	1012	22	7.006408	-0.000357	-0.735051	1	0.637676	0.068730	0.128813	0.107159	0.156524	0.235542	-0.105489	-0.001189		-0.013631	-0.051173	-0.035605	-0.006622
NKD	TOKYO	SIGMA	2025-02	1034	20	7.013774	-0.000379	-0.732143	0	0.607614	0.069690	0.131501	0.107794	0.141006	0.250158	-0.108882	-0.000918		-0.010649	-0.052791	-0.033042	-0.004971
NKD	TOKYO	SIGMA	2025-03	1054	21	7.016892	0.000169	-0.731595	0	0.610330	0.067404	0.133952	0.107843	0.121023	0.273803	-0.113332	-0.000951		-0.012882	-0.053746	-0.031650	-0.003524
NKD	TOKYO	SIGMA	2025-04	1075	21	7.021429	0.000262	-0.733281	0	0.620210	0.070869	0.130757	0.108299	0.137806	0.239911	-0.098927	-0.000912		-0.012749	-0.051948	-0.033591	-0.002263
NKD	TOKYO	SIGMA	2025-05	1096	22	7.033229	-0.000312	-0.735626	0	0.677463	0.071281	0.135665	0.093226	0.145433	0.242680	-0.097861	-0.001166		-0.016075	-0.051179	-0.031355	-0.003430
NKD	TOKYO	SIGMA	2025-06	1118	21	7.034939	-0.000263	-0.741843	0	0.726218	0.067370	0.143460	0.085573	0.136552	0.254217	-0.100109	-0.001075		-0.019931	-0.049144	-0.030902	-0.005771
NKD	TOKYO	SIGMA	2025-07	1139	23	7.036502	-0.000093	-0.743385	0	0.732051	0.070610	0.143087	0.085188	0.128814	0.264429	-0.108318	-0.001087		-0.018886	-0.046403	-0.029597	-0.001391
NKD	TOKYO	SIGMA	2025-08	1162	21	7.040037	-0.000237	-0.741641	0	0.740164	0.069382	0.143677	0.087136	0.129158	0.247483	-0.095248	-0.001090		-0.017154	-0.043626	-0.031405	-0.001856
NKD	TOKYO	SIGMA	2025-09	1183	22	7.045203	-0.000171	-0.739725	0	0.724864	0.067757	0.148835	0.088368	0.110941	0.261947	-0.099146	-0.000785		-0.013748	-0.042037	-0.028509	0.002112
NKD	TOKYO	SIGMA	2025-10	1205	23	7.050891	-0.000048	-0.737513	0	0.705696	0.065648	0.146996	0.091956	0.100527	0.281073	-0.104865	-0.000619		-0.012647	-0.041550	-0.026747	0.005239
NKD	TOKYO	SIGMA	2025-11	1228	20	7.064477	0.000393	-0.733338	0	0.608109	0.068327	0.148445	0.097668	0.121910	0.237787	-0.087894	-0.000720		-0.014351	-0.044709	-0.028195	0.005146
NKD	TOKYO	SIGMA	2025-12	1248	22	7.076071	-0.000255	-0.732329	0	0.584533	0.067903	0.149345	0.098529	0.132610	0.222291	-0.082600	-0.000864		-0.007545	-0.040989	-0.026700	0.006549
NKD	LONDON	RANGE	2022-02	258	20	6.587808	0.000231	-1.055911	1	3.324390	0.108713	0.126441	-0.210030	0.081622	0.373297	-0.038732	-0.007156		0.104544	-0.057740	0.088172	0.018435
NKD	LONDON	RANGE	2022-03	278	23	6.606121	0.001165	-1.046204	1	2.692702	0.118702	0.116281	-0.151907	-0.056434	0.567270	-0.106830	-0.005402		0.107892	-0.090808	0.073933	-0.010362
NKD	LONDON	RANGE	2022-04	301	20	6.647474	0.000249	-1.026524	1	1.276679	0.143149	0.119788	-0.040307	-0.151669	0.666905	-0.159096	-0.003833		0.134641	-0.071018	0.052517	-0.018607
NKD	LONDON	RANGE	2022-05	321	22	6.664753	0.001405	-1.016563	1	1.068053	0.154018	0.114028	-0.016399	-0.060671	0.513539	-0.116425	-0.005638		0.140375	-0.054862	0.062934	-0.016125
NKD	LONDON	RANGE	2022-06	343	22	6.678221	0.000134	-1.014228	1	1.011836	0.149532	0.118222	-0.020376	-0.104606	0.596572	-0.139985	-0.006243		0.133678	-0.054251	0.061450	-0.009584
NKD	LONDON	RANGE	2022-07	365	21	6.692766	0.000809	-1.003723	1	0.972228	0.160981	0.118863	-0.017041	-0.111125	0.578830	-0.135425	-0.006357		0.123693	-0.069860	0.080261	-0.020994
NKD	LONDON	RANGE	2022-08	386	23	6.693596	-0.000936	-1.001567	1	0.912663	0.149212	0.124832	-0.017382	-0.094415	0.570550	-0.126490	-0.006073		0.130445	-0.053539	0.085427	-0.007069
NKD	LONDON	RANGE	2022-09	409	22	6.685204	0.000456	-0.995384	1	1.062837	0.149816	0.123113	-0.025597	-0.097547	0.569587	-0.126845	-0.006457		0.126024	-0.036646	0.097247	0.003279
NKD	LONDON	RANGE	2022-10	431	21	6.688300	0.001477	-0.985121	1	0.994951	0.141587	0.127312	-0.029821	-0.098869	0.598739	-0.130529	-0.006639		0.119423	-0.021199	0.091957	0.011509
NKD	LONDON	RANGE	2022-11	452	22	6.689985	-0.000344	-0.984273	1	1.052857	0.142650	0.128313	-0.029754	-0.103418	0.589173	-0.127739	-0.007009		0.106423	-0.021787	0.093234	0.014580
NKD	LONDON	RANGE	2022-12	474	21	6.672644	0.000162	-0.990513	1	1.063950	0.141608	0.127718	-0.029257	-0.099864	0.573096	-0.115470	-0.006774		0.111805	-0.024824	0.089623	0.029461
NKD	LONDON	RANGE	2023-01	495	21	6.659608	0.000271	-0.996301	1	0.829113	0.149878	0.102710	0.011862	-0.129141	0.609243	-0.134450	-0.007299		0.124302	-0.029100	0.096707	0.042681
NKD	LONDON	RANGE	2023-02	516	20	6.646101	-0.000231	-1.004527	1	0.723152	0.151824	0.101536	0.020005	-0.113991	0.595416	-0.137569	-0.007896		0.130814	-0.011152	0.097092	0.048599
NKD	LONDON	RANGE	2023-03	536	23	6.630778	-0.000477	-1.006846	1	0.692237	0.152391	0.091284	0.032426	-0.102475	0.577597	-0.131449	-0.008323		0.127375	-0.013175	0.088154	0.051108
NKD	LONDON	RANGE	2023-04	559	20	6.635359	-0.000314	-0.998116	1	0.951616	0.146845	0.102871	0.005317	-0.092157	0.568141	-0.129474	-0.007983		0.104217	-0.005311	0.076551	0.040382
NKD	LONDON	RANGE	2023-05	579	23	6.620108	0.000712	-1.007784	1	1.050443	0.138788	0.122946	-0.019355	-0.146603	0.671176	-0.170630	-0.007431		0.108842	0.001478	0.072249	0.034365
NKD	LONDON	RANGE	2023-06	602	22	6.619321	0.000053	-1.001165	1	1.115263	0.135050	0.125739	-0.022432	-0.164509	0.706259	-0.192181	-0.007529		0.132532	0.026982	0.096817	0.054323
NKD	LONDON	RANGE	2023-07	624	21	6.631315	-0.000135	-0.996545	1	1.186781	0.131869	0.132100	-0.027663	-0.133988	0.655907	-0.178173	-0.007922		0.129897	0.025990	0.093530	0.060365
NKD	LONDON	RANGE	2023-08	645	23	6.638430	-0.000432	-0.994814	1	1.090225	0.116618	0.137845	-0.017355	-0.097924	0.622315	-0.170020	-0.007733		0.133234	0.038125	0.103796	0.083016
NKD	LONDON	RANGE	2023-09	668	21	6.640004	-0.000024	-0.996614	1	1.138007	0.122676	0.134770	-0.019554	-0.079629	0.580578	-0.154360	-0.007418		0.124834	0.040275	0.108653	0.071548
NKD	LONDON	RANGE	2023-10	689	22	6.638476	0.000217	-0.994421	1	1.163008	0.122916	0.135084	-0.019707	-0.058124	0.538210	-0.138052	-0.007086		0.127133	0.039480	0.118282	0.068893
NKD	LONDON	RANGE	2023-11	711	22	6.647047	0.001224	-0.988425	1	1.157779	0.119348	0.139058	-0.022565	-0.080531	0.586262	-0.157865	-0.006458		0.122978	0.026972	0.108195	0.058886
NKD	LONDON	RANGE	2023-12	733	20	6.642196	-0.000092	-0.995193	1	1.208172	0.125061	0.139213	-0.025230	-0.096726	0.588753	-0.157345	-0.006579		0.122738	0.036236	0.104319	0.060817
NKD	LONDON	RANGE	2024-01	753	22	6.640449	-0.000343	-0.996952	1	1.216581	0.126599	0.125197	-0.014594	-0.086417	0.557510	-0.134712	-0.005422		0.116817	0.025069	0.104144	0.042183
NKD	LONDON	RANGE	2024-02	775	21	6.645726	0.000041	-0.994614	1	1.336958	0.134970	0.116202	-0.012429	-0.039699	0.476605	-0.120649	-0.004385		0.123834	0.029143	0.103060	0.034835
NKD	LONDON	RANGE	2024-03	796	20	6.646279	0.000289	-0.998068	1	1.369370	0.132863	0.114755	-0.012342	-0.018234	0.436404	-0.101114	-0.004173		0.128686	0.030687	0.112510	0.037735
NKD	LONDON	RANGE	2024-04	816	22	6.653066	-0.000194	-0.997770	1	1.322970	0.121807	0.118198	-0.013327	-0.076616	0.560477	-0.146397	-0.003894		0.124913	0.039032	0.112682	0.051253
NKD	LONDON	RANGE	2024-05	838	23	6.659617	-0.000309	-1.000549	1	1.412911	0.126289	0.123376	-0.018464	-0.035467	0.456195	-0.102203	-0.004595		0.114412	0.035907	0.109236	0.057834
NKD	LONDON	RANGE	2024-06	861	20	6.653547	-0.000488	-1.012583	1	1.553170	0.138729	0.126258	-0.026226	0.012678	0.341144	-0.067792	-0.004341		0.108321	0.035594	0.103589	0.051468
NKD	LONDON	RANGE	2024-07	881	23	6.651327	-0.000202	-1.018754	1	1.545284	0.139503	0.121702	-0.021479	0.026947	0.317729	-0.060172	-0.003467		0.107552	0.025620	0.100807	0.056156
NKD	LONDON	RANGE	2024-08	904	22	6.660113	0.001846	-1.015454	1	1.498396	0.140408	0.134799	-0.034801	0.017449	0.329644	-0.057422	-0.003111		0.110804	0.043126	0.099397	0.058848
NKD	LONDON	RANGE	2024-09	926	21	6.681881	0.000404	-1.014576	1	1.072114	0.148359	0.122635	-0.006366	0.026854	0.343460	-0.064546	-0.001945		0.112182	0.038192	0.096675	0.056162
NKD	LONDON	RANGE	2024-10	947	23	6.700340	0.001026	-1.011196	1	0.774461	0.147095	0.120088	0.022420	0.085361	0.267227	-0.049160	-0.002216		0.116518	0.034859	0.104717	0.068003
NKD	LONDON	RANGE	2024-11	970	21	6.712756	0.001440	-1.012474	1	0.718868	0.150250	0.115093	0.029673	0.055179	0.311862	-0.064764	-0.001896		0.110380	0.024404	0.100136	0.057229
NKD	LONDON	RANGE	2024-12	991	21	6.724261	0.000272	-1.011309	1	0.698817	0.142068	0.120674	0.029941	0.077442	0.268652	-0.038026	-0.001871		0.121423	0.036040	0.103383	0.070926
NKD	LONDON	RANGE	2025-01	1012	22	6.730734	0.000495	-1.010508	1	0.653991	0.141771	0.116745	0.036881	0.070105	0.281548	-0.043111	-0.001683		0.121431	0.049352	0.110557	0.079332
NKD	LONDON	RANGE	2025-02	1034	20	6.735061	-0.000433	-1.010611	0	0.700377	0.147971	0.108082	0.041797	0.119770	0.188936	-0.009241	-0.001718		0.111723	0.035977	0.098822	0.070011
NKD	LONDON	RANGE	2025-03	1054	21	6.731864	0.000733	-1.016317	0	0.726557	0.148980	0.111984	0.036535	0.112323	0.190077	-0.006047	-0.001902		0.108332	0.037394	0.099511	0.069688
NKD	LONDON	RANGE	2025-04	1075	21	6.740201	0.000655	-1.014248	0	0.707209	0.153547	0.110359	0.036274	0.091376	0.217747	-0.014504	-0.002052		0.107069	0.036661	0.108253	0.068253
NKD	LONDON	RANGE	2025-05	1096	22	6.754935	-0.000278	-1.013693	0	0.651927	0.148636	0.110988	0.029298	0.096355	0.245963	-0.021005	-0.002268		0.107765	0.047788	0.116514	0.081369
NKD	LONDON	RANGE	2025-06	1118	21	6.760419	0.000219	-1.016177	0	0.631191	0.141977	0.110584	0.038786	0.043165	0.330450	-0.053405	-0.002614		0.102559	0.044919	0.115434	0.076676
NKD	LONDON	RANGE	2025-07	1139	23	6.760872	0.000056	-1.018821	0	0.655431	0.143203	0.111929	0.036824	0.042176	0.340759	-0.067789	-0.002560		0.107958	0.052953	0.121901	0.081653
NKD	LONDON	RANGE	2025-08	1162	21	6.758861	0.000535	-1.022576	0	0.682666	0.146014	0.113120	0.038805	0.069185	0.264936	-0.032472	-0.002601		0.101767	0.047647	0.112173	0.083342
NKD	LONDON	RANGE	2025-09	1183	22	6.762819	0.000788	-1.021860	0	0.685438	0.149105	0.113205	0.037348	0.047530	0.293297	-0.043077	-0.002443		0.104963	0.050530	0.119416	0.092783
NKD	LONDON	RANGE	2025-10	1205	23	6.766649	0.000538	-1.021495	0	0.674237	0.143746	0.115580	0.037309	0.023396	0.344548	-0.063839	-0.002317		0.111558	0.051359	0.119815	0.095855
NKD	LONDON	RANGE	2025-11	1228	19	6.777289	0.000368	-1.020244	0	0.652239	0.140411	0.120984	0.038092	0.002966	0.367574	-0.068804	-0.002299		0.113739	0.058441	0.119517	0.104368
NKD	LONDON	RANGE	2025-12	1247	22	6.787814	-0.000098	-1.019738	0	0.630208	0.143766	0.115332	0.041110	-0.019282	0.401181	-0.077671	-0.002790		0.113630	0.054085	0.115827	0.102569
NKD	LONDON	SIGMA	2022-02	258	20	6.195583	0.000507	-1.446343	1	2.707731	0.111075	0.142416	-0.123065	-0.039337	0.392561	-0.088681	-0.006082		0.067818	-0.076215	0.037612	0.014685
NKD	LONDON	SIGMA	2022-03	278	23	6.213244	0.001533	-1.437388	1	2.207160	0.122496	0.128812	-0.075894	-0.100338	0.488802	-0.131709	-0.004455		0.065822	-0.104795	0.034958	-0.016657
NKD	LONDON	SIGMA	2022-04	301	20	6.250962	0.000713	-1.421340	1	1.166397	0.139395	0.131907	-0.000307	-0.170173	0.596274	-0.192192	-0.003159		0.072248	-0.095800	0.024736	-0.018792
NKD	LONDON	SIGMA	2022-05	321	22	6.265011	0.000597	-1.414603	1	1.096019	0.140168	0.130937	0.008905	-0.108757	0.492764	-0.153131	-0.004453		0.059721	-0.087514	0.006662	-0.026787
NKD	LONDON	SIGMA	2022-06	343	22	6.282603	0.000384	-1.408378	1	0.938633	0.124721	0.142649	0.012266	-0.035972	0.408361	-0.116937	-0.005799		0.055329	-0.096858	0.006716	-0.031901
NKD	LONDON	SIGMA	2022-07	365	21	6.296471	0.000911	-1.398617	1	0.900325	0.137842	0.135945	0.021242	-0.054533	0.411388	-0.121909	-0.006039		0.051206	-0.100529	0.020473	-0.035253
