# census 4 — the complete economics table: every entry x stop x exit cell, per era (all G1/G2 confirmed extremes, winners AND losers) (PORT-M2-GOALPATH-V1)
era	asset	cell	n_trades	win_rate	usd_per_trade	median_usd	risk_usd_mean	risk_usd_median	risk_usd_p90	r_mult_mean	r_mult_median	r_mult_p90	mae_usd_mean	mae_usd_p90	frac_ge_600	frac_ge_1000	trades_per_session
E5	ALL	TREND_900|SWING|TRAIL_1.0R	67293	0.2649	-26.53	-48.75	99.25	75	187.5	-0.3585	-0.68	1.145	53.34	112.5	0.0064	0.0019	173.884
E5	ALL	TREND_900|SWING|TRAIL_1.5R	67293	0.2753	-25.85	-61.25	99.25	75	187.5	-0.3441	-0.9857	1.7	68.65	150	0.0136	0.0046	173.884
E5	ALL	TREND_1800|EXT|PHASE	71188	0.3636	-24.74	-161.25	424.7	350	737.5	-0.0863	-0.4979	1.564	277.19	550	0.1046	0.0501	183.948
E5	ALL	TREND_1800|EXT|TRAIL_1.0R	71188	0.3666	-24.58	-92.5	424.7	350	737.5	-0.0821	-0.2846	1.092	203.13	425	0.0634	0.0263	183.948
E5	ALL	TREND_1800|EXT|TRAIL_1.5R	71188	0.3773	-23.75	-108.12	424.7	350	737.5	-0.0798	-0.3176	1.35	249.38	525	0.086	0.0386	183.948
E5	ALL	TREND_1800|RECLAIM|PHASE	71188	0.2769	-23.03	-130	277.42	200	562.5	-0.1736	-1.0875	1.881	200.92	425	0.0841	0.0414	183.948
E5	ALL	TREND_1800|RECLAIM|TRAIL_1.0R	71188	0.3259	-23.61	-67.5	277.42	200	562.5	-0.1701	-0.44	1.144	137.07	312.5	0.0389	0.0161	183.948
E5	ALL	TREND_1800|RECLAIM|TRAIL_1.5R	71188	0.3363	-22.87	-83.12	277.42	200	562.5	-0.1619	-0.6	1.54	171.77	387.5	0.0559	0.0245	183.948
E5	ALL	TREND_1800|SWING|PHASE	68653	0.1645	-25.39	-105	120.44	87.5	237.5	-0.3093	-1.28	2.033	107.81	212.5	0.051	0.0254	177.398
E5	ALL	TREND_1800|SWING|TRAIL_1.0R	68653	0.2722	-26.84	-55	120.44	87.5	237.5	-0.3263	-0.6333	1.133	63.42	137.5	0.0101	0.0029	177.398
E5	ALL	TREND_1800|SWING|TRAIL_1.5R	68653	0.2813	-26.31	-67.5	120.44	87.5	237.5	-0.3177	-0.9222	1.65	81.98	175	0.0193	0.0067	177.398
E5	ALL	TREND_3600|EXT|PHASE	71847	0.3932	-26.42	-117.5	509.04	412.5	912.5	-0.071	-0.26	1.287	289.5	587.5	0.1011	0.043	185.651
E5	ALL	TREND_3600|EXT|TRAIL_1.0R	71847	0.3827	-28.4	-80	509.04	412.5	912.5	-0.0794	-0.2242	0.975	227.41	487.5	0.0691	0.0282	185.651
E5	ALL	TREND_3600|EXT|TRAIL_1.5R	71847	0.4008	-27.11	-86.25	509.04	412.5	912.5	-0.0744	-0.2118	1.161	269.61	562.5	0.0871	0.036	185.651
E5	ALL	TREND_3600|RECLAIM|PHASE	71847	0.3242	-26.75	-117.5	361.22	262.5	737.5	-0.1511	-1.0418	1.543	226.41	487.5	0.0848	0.0363	185.651
E5	ALL	TREND_3600|RECLAIM|TRAIL_1.0R	71847	0.3482	-25.03	-67.5	361.22	262.5	737.5	-0.1433	-0.3547	1.043	167.1	387.5	0.0485	0.02	185.651
E5	ALL	TREND_3600|RECLAIM|TRAIL_1.5R	71847	0.3614	-25.55	-80	361.22	262.5	737.5	-0.1437	-0.4323	1.344	203.31	462.5	0.0647	0.0268	185.651
E5	ALL	TREND_3600|SWING|PHASE	69780	0.2012	-29.15	-105	151.04	100	312.5	-0.2845	-1.2182	1.967	125.75	262.5	0.0549	0.0233	180.31
E5	ALL	TREND_3600|SWING|TRAIL_1.0R	69780	0.2856	-28.93	-55	151.04	100	312.5	-0.2953	-0.6	1.12	78.13	181.25	0.0137	0.0043	180.31
E5	ALL	TREND_3600|SWING|TRAIL_1.5R	69780	0.2943	-28.78	-67.5	151.04	100	312.5	-0.2896	-0.8429	1.588	100.16	231.25	0.0247	0.0082	180.31
E6	ALL	HOLD_60|EXT|PHASE	93862	0.2598	-24.12	-192.5	248.7	225	412.5	-0.1098	-1.1073	2.417	207.81	375	0.0936	0.0518	244.432
E6	ALL	HOLD_60|EXT|TRAIL_1.0R	93862	0.329	-29.61	-80	248.7	225	412.5	-0.1275	-0.4385	1.217	129.71	275	0.0351	0.0114	244.432
E6	ALL	HOLD_60|EXT|TRAIL_1.5R	93862	0.3328	-24.71	-114.38	248.7	225	412.5	-0.1081	-0.636	1.72	166.28	337.5	0.0615	0.0245	244.432
E6	ALL	HOLD_60|RECLAIM|PHASE	67671	0.115	-23.85	-105	95.38	75	175	-0.3515	-1.4	1.133	93.91	175	0.0489	0.0288	176.227
E6	ALL	HOLD_60|RECLAIM|TRAIL_1.0R	67671	0.2575	-31.62	-55	95.38	75	175	-0.4115	-0.76	1.15	52.96	112.5	0.0053	0.0012	176.227
E6	ALL	HOLD_60|RECLAIM|TRAIL_1.5R	67671	0.2665	-30.87	-67.5	95.38	75	175	-0.3992	-1.0818	1.66	67.58	137.5	0.0121	0.0032	176.227
E6	ALL	HOLD_60|SWING|PHASE	89484	0.0817	-28.91	-80	56.1	50	75	-0.5431	-1.6	-1.24	59.57	100	0.0308	0.0168	233.031
E6	ALL	HOLD_60|SWING|TRAIL_1.0R	89484	0.2278	-30.72	-42.5	56.1	50	75	-0.5737	-0.96	1.086	32.41	75	0.0005	0.0001	233.031
E6	ALL	HOLD_60|SWING|TRAIL_1.5R	89484	0.2431	-29.97	-55	56.1	50	75	-0.5591	-1.26	1.65	40.69	75	0.002	0.0003	233.031
E6	ALL	HOLD_180|EXT|PHASE	62696	0.291	-18.83	-192.5	288.3	250	487.5	-0.0952	-1.0815	2.233	229.26	425	0.1014	0.056	163.271
E6	ALL	HOLD_180|EXT|TRAIL_1.0R	62696	0.3386	-24.09	-80	288.3	250	487.5	-0.1058	-0.4	1.209	146.27	312.5	0.0452	0.0163	163.271
E6	ALL	HOLD_180|EXT|TRAIL_1.5R	62696	0.3455	-19.4	-117.5	288.3	250	487.5	-0.0901	-0.5692	1.68	187.54	387.5	0.073	0.0323	163.271
E6	ALL	HOLD_180|RECLAIM|PHASE	51709	0.1604	-18.73	-117.5	136.13	100	262.5	-0.2541	-1.2588	2.4	125.42	250	0.0645	0.0374	134.659
E6	ALL	HOLD_180|RECLAIM|TRAIL_1.0R	51709	0.281	-28.96	-55	136.13	100	262.5	-0.3099	-0.6286	1.178	71.8	162.5	0.0122	0.0038	134.659
E6	ALL	HOLD_180|RECLAIM|TRAIL_1.5R	51709	0.287	-25.85	-73.75	136.13	100	262.5	-0.2905	-0.9	1.717	92.93	200	0.0255	0.0093	134.659
E6	ALL	HOLD_180|SWING|PHASE	60389	0.0969	-26.29	-92.5	65.25	56.25	100	-0.4557	-1.55	-0.265	67.24	112.5	0.0356	0.0198	157.263
E6	ALL	HOLD_180|SWING|TRAIL_1.0R	60389	0.2408	-30.23	-42.5	65.25	56.25	100	-0.5109	-0.85	1.12	36.5	75	0.0011	0.0002	157.263
E6	ALL	HOLD_180|SWING|TRAIL_1.5R	60389	0.2557	-29.4	-55	65.25	56.25	100	-0.4916	-1.1714	1.65	46.27	87.5	0.0034	0.0006	157.263
E6	ALL	HOLD_300|EXT|PHASE	50435	0.3077	-16.55	-192.5	319.47	275	537.5	-0.0838	-1.0667	2.137	246.14	475	0.1066	0.0591	131.341
E6	ALL	HOLD_300|EXT|TRAIL_1.0R	50435	0.3411	-23.96	-92.5	319.47	275	537.5	-0.097	-0.3778	1.187	161.11	350	0.0523	0.0203	131.341
E6	ALL	HOLD_300|EXT|TRAIL_1.5R	50435	0.3503	-17.12	-117.5	319.47	275	537.5	-0.0768	-0.5205	1.673	205.51	425	0.0811	0.0366	131.341
E6	ALL	HOLD_300|RECLAIM|PHASE	44039	0.1865	-17.39	-130	166.27	125	325	-0.2108	-1.2	2.525	147.33	300	0.0738	0.0427	114.685
E6	ALL	HOLD_300|RECLAIM|TRAIL_1.0R	44039	0.2884	-29.22	-55	166.27	125	325	-0.2711	-0.6	1.186	87.54	200	0.0187	0.0068	114.685
E6	ALL	HOLD_300|RECLAIM|TRAIL_1.5R	44039	0.2944	-26.7	-80	166.27	125	325	-0.257	-0.8536	1.7	112.97	250	0.0344	0.0143	114.685
E6	ALL	HOLD_300|SWING|PHASE	48767	0.1043	-25.8	-92.5	71.44	62.5	118.75	-0.4431	-1.48	0.371	72.34	125	0.0379	0.0214	126.997
E6	ALL	HOLD_300|SWING|TRAIL_1.0R	48767	0.2446	-30.36	-48.75	71.44	62.5	118.75	-0.4886	-0.85	1.12	39.8	87.5	0.0017	0.0003	126.997
E6	ALL	HOLD_300|SWING|TRAIL_1.5R	48767	0.257	-29.79	-55	71.44	62.5	118.75	-0.4793	-1.1286	1.62	50.64	100	0.0051	0.0012	126.997
E6	ALL	HOLD_600|EXT|PHASE	36915	0.337	-12.38	-180	376.49	325	650	-0.0572	-1.0389	1.927	271.62	537.5	0.1161	0.0626	96.133
E6	ALL	HOLD_600|EXT|TRAIL_1.0R	36915	0.355	-18.31	-92.5	376.49	325	650	-0.0747	-0.336	1.204	184.75	400	0.0656	0.0274	96.133
E6	ALL	HOLD_600|EXT|TRAIL_1.5R	36915	0.3646	-11.3	-117.5	376.49	325	650	-0.0572	-0.416	1.62	233.22	487.5	0.0948	0.0451	96.133
E6	ALL	HOLD_600|RECLAIM|PHASE	34018	0.2326	-12.87	-136.25	221.14	162.5	437.5	-0.1446	-1.14	2.421	181.6	375	0.0884	0.0488	88.589
E6	ALL	HOLD_600|RECLAIM|TRAIL_1.0R	34018	0.3076	-24.87	-67.5	221.14	162.5	437.5	-0.208	-0.525	1.2	112.97	262.5	0.0322	0.0133	88.589
E6	ALL	HOLD_600|RECLAIM|TRAIL_1.5R	34018	0.3162	-20.81	-86.25	221.14	162.5	437.5	-0.1888	-0.7333	1.7	145.08	325	0.0501	0.0233	88.589
E6	ALL	HOLD_600|SWING|PHASE	35875	0.1227	-20.18	-105	83.14	62.5	150	-0.3339	-1.4	1.45	81.55	150	0.044	0.0253	93.424
E6	ALL	HOLD_600|SWING|TRAIL_1.0R	35875	0.257	-28.55	-48.75	83.14	62.5	150	-0.4292	-0.7667	1.137	45.25	100	0.0034	0.0008	93.424
E6	ALL	HOLD_600|SWING|TRAIL_1.5R	35875	0.269	-27.05	-55	83.14	62.5	150	-0.4127	-1.08	1.65	57.72	118.75	0.0093	0.0026	93.424
E6	ALL	LEG_0.5|EXT|PHASE	5729	0.4559	3.05	-42.5	1228.87	1225	1762.5	-0.0014	-0.0462	0.914	566.37	1300	0.1869	0.1199	14.919
E6	ALL	LEG_0.5|EXT|TRAIL_1.0R	5729	0.4449	-7.71	-55	1228.87	1225	1762.5	-0.0087	-0.0557	0.835	488.28	1100	0.173	0.1067	14.919
E6	ALL	LEG_0.5|EXT|TRAIL_1.5R	5729	0.4575	15.34	-42.5	1228.87	1225	1762.5	0.008	-0.0458	0.916	547.67	1250	0.1878	0.1204	14.919
E6	ALL	LEG_0.5|RECLAIM|PHASE	5727	0.4465	7.64	-55	1044.24	1037.5	1525	-0.0036	-0.0647	1.069	528.32	1175	0.1837	0.1179	14.914
E6	ALL	LEG_0.5|RECLAIM|TRAIL_1.0R	5727	0.4339	4.66	-73.75	1044.24	1037.5	1525	-0.0051	-0.083	0.96	439.58	975	0.1636	0.1008	14.914
E6	ALL	LEG_0.5|RECLAIM|TRAIL_1.5R	5727	0.447	17.71	-55	1044.24	1037.5	1525	0.0044	-0.064	1.038	504.03	1125	0.1809	0.1156	14.914
E6	ALL	LEG_0.5|SWING|PHASE	5729	0.0791	-6.47	-80	48.85	50	50	-0.211	-1.6	-1.2	56.04	75	0.0363	0.0255	14.919
E6	ALL	LEG_0.5|SWING|TRAIL_1.0R	5729	0.2335	-23.25	-42.5	48.85	50	50	-0.5006	-1.1	1.4	33.3	62.5	0.0021	0.0019	14.919
E6	ALL	LEG_0.5|SWING|TRAIL_1.5R	5729	0.247	-21.34	-55	48.85	50	50	-0.4706	-1.35	2.15	39.93	75	0.0028	0.001	14.919
E6	ALL	LEG_0.75|EXT|PHASE	2347	0.4789	38.87	-30	1833.23	1812.5	2650	0.0131	-0.0174	0.736	628.16	1500	0.2092	0.1453	6.112
E6	ALL	LEG_0.75|EXT|TRAIL_1.0R	2347	0.4802	69.03	-30	1833.23	1812.5	2650	0.0286	-0.0157	0.73	566.69	1287.5	0.2105	0.147	6.112
E6	ALL	LEG_0.75|EXT|TRAIL_1.5R	2347	0.4785	33.5	-30	1833.23	1812.5	2650	0.0118	-0.0174	0.736	621.57	1487.5	0.2084	0.1444	6.112
E6	ALL	LEG_0.75|RECLAIM|PHASE	2347	0.4781	47.27	-30	1648.38	1625	2387.5	0.019	-0.0194	0.813	612.2	1400	0.2092	0.1453	6.112
E6	ALL	LEG_0.75|RECLAIM|TRAIL_1.0R	2347	0.4789	77.58	-30	1648.38	1625	2387.5	0.0348	-0.0182	0.806	541.01	1237.5	0.2105	0.1461	6.112
E6	ALL	LEG_0.75|RECLAIM|TRAIL_1.5R	2347	0.4793	48	-30	1648.38	1625	2387.5	0.02	-0.0186	0.813	600.23	1362.5	0.2092	0.1457	6.112
E6	ALL	LEG_0.75|SWING|PHASE	2347	0.0827	-5.88	-80	47.86	50	50	-0.168	-1.6	-1.2	53.67	75	0.0388	0.0234	6.112
E6	ALL	LEG_0.75|SWING|TRAIL_1.0R	2347	0.2505	-21.27	-42.5	47.86	50	50	-0.476	-1.1	1.71	30.4	62.5	0.0034	0	6.112
E6	ALL	LEG_0.75|SWING|TRAIL_1.5R	2347	0.2633	-15.88	-42.5	47.86	50	50	-0.4001	-1.35	2.4	36.18	62.5	0.0047	0.0013	6.112
E6	ALL	LEG_1|EXT|PHASE	1088	0.4991	56.59	-5	2407.2	2375	3475	0.0115	-0.0016	0.525	690.19	1720	0.2574	0.1526	2.833
E6	ALL	LEG_1|EXT|TRAIL_1.0R	1088	0.4982	68.71	-5	2407.2	2375	3475	0.0171	-0.002	0.525	645.96	1570	0.2564	0.1526	2.833
E6	ALL	LEG_1|EXT|TRAIL_1.5R	1088	0.4991	54.92	-5	2407.2	2375	3475	0.0107	-0.0016	0.525	685.53	1668.75	0.2574	0.1526	2.833
E6	ALL	LEG_1|RECLAIM|PHASE	1088	0.4991	65.27	-5	2223.99	2187.5	3178.75	0.0151	-0.0017	0.561	678.25	1720	0.2574	0.1526	2.833
E6	ALL	LEG_1|RECLAIM|TRAIL_1.0R	1088	0.5018	85.37	13.75	2223.99	2187.5	3178.75	0.0233	0.0085	0.561	627.84	1491.25	0.2583	0.1526	2.833
E6	ALL	LEG_1|RECLAIM|TRAIL_1.5R	1088	0.4991	66.29	-5	2223.99	2187.5	3178.75	0.0157	-0.0017	0.561	672	1623.75	0.2574	0.1526	2.833
E6	ALL	LEG_1|SWING|PHASE	1088	0.08	-15.58	-80	50.02	50	50	-0.3985	-1.6	-1.196	58.13	75	0.034	0.0202	2.833
E6	ALL	LEG_1|SWING|TRAIL_1.0R	1088	0.2711	-25.13	-42.5	50.02	50	50	-0.5117	-0.95	1.445	34.13	62.5	0.0028	0	2.833
E6	ALL	LEG_1|SWING|TRAIL_1.5R	1088	0.2702	-22.08	-42.5	50.02	50	50	-0.4545	-1.2	1.9	39.8	75	0.0009	0	2.833
E6	ALL	DELAY_0|EXT|PHASE	149364	0.2294	-22.44	-180	233.38	200	412.5	-0.138	-1.12	2.356	198.93	375	0.0912	0.0532	388.969
E6	ALL	DELAY_0|EXT|TRAIL_1.0R	149364	0.3256	-25.8	-73.75	233.38	200	412.5	-0.1464	-0.456	1.233	120.94	262.5	0.0338	0.011	388.969
E6	ALL	DELAY_0|EXT|TRAIL_1.5R	149364	0.3268	-22.05	-101.88	233.38	200	412.5	-0.132	-0.6833	1.753	155.88	325	0.0573	0.0237	388.969
E6	ALL	DELAY_0|RECLAIM|PHASE	78484	0.1292	-18.36	-111.25	116.84	87.5	225	-0.2832	-1.3111	1.784	112.21	218.75	0.0583	0.0358	204.385
E6	ALL	DELAY_0|RECLAIM|TRAIL_1.0R	78484	0.2764	-29.23	-55	116.84	87.5	225	-0.346	-0.68	1.2	63.42	137.5	0.0094	0.0025	204.385
E6	ALL	DELAY_0|RECLAIM|TRAIL_1.5R	78484	0.2804	-27.69	-67.5	116.84	87.5	225	-0.3316	-0.98	1.72	81.22	175	0.0197	0.0063	204.385
E6	ALL	DELAY_0|SWING|PHASE	152002	0.088	-24.86	-92.5	71.62	62.5	125	-0.4271	-1.48	-1.109	74.88	125	0.0389	0.0237	395.839
E6	ALL	DELAY_0|SWING|TRAIL_1.0R	152002	0.2527	-27.99	-42.5	71.62	62.5	125	-0.4721	-0.85	1.15	40.48	87.5	0.0026	0.0005	395.839
E6	ALL	DELAY_0|SWING|TRAIL_1.5R	152002	0.2619	-27.12	-55	71.62	62.5	125	-0.4574	-1.1286	1.7	51.21	100	0.0066	0.0017	395.839
E6	ALL	DELAY_30|EXT|PHASE	146828	0.2323	-21.98	-167.5	238.26	212.5	425	-0.1387	-1.1189	2.323	201.67	387.5	0.0924	0.0536	382.365
E6	ALL	DELAY_30|EXT|TRAIL_1.0R	146828	0.3258	-24.86	-73.75	238.26	212.5	425	-0.1451	-0.456	1.23	122.97	275	0.035	0.0122	382.365
E6	ALL	DELAY_30|EXT|TRAIL_1.5R	146828	0.3273	-21.28	-98.75	238.26	212.5	425	-0.1311	-0.6778	1.76	158.62	337.5	0.0593	0.025	382.365
E6	ALL	DELAY_30|RECLAIM|PHASE	78131	0.1368	-16.7	-117.5	126.02	100	243.75	-0.2697	-1.3	1.978	119.52	237.5	0.0624	0.0384	203.466
E6	ALL	DELAY_30|RECLAIM|TRAIL_1.0R	78131	0.2802	-28.02	-55	126.02	100	243.75	-0.3241	-0.65	1.2	67.51	150	0.0115	0.0031	203.466
E6	ALL	DELAY_30|RECLAIM|TRAIL_1.5R	78131	0.284	-25.29	-67.5	126.02	100	243.75	-0.3092	-0.95	1.736	86.92	187.5	0.0229	0.0084	203.466
E6	ALL	DELAY_30|SWING|PHASE	152465	0.0918	-24.87	-92.5	75.3	62.5	125	-0.4129	-1.48	-1.067	78.11	137.5	0.0402	0.0244	397.044
E6	ALL	DELAY_30|SWING|TRAIL_1.0R	152465	0.2552	-28.1	-42.5	75.3	62.5	125	-0.454	-0.8	1.16	42.29	87.5	0.0027	0.0006	397.044
E6	ALL	DELAY_30|SWING|TRAIL_1.5R	152465	0.2656	-27.1	-55	75.3	62.5	125	-0.437	-1.1	1.7	53.64	112.5	0.007	0.002	397.044
E6	ALL	DELAY_60|EXT|PHASE	144408	0.236	-21.91	-167.5	243.77	212.5	437.5	-0.1466	-1.1143	2.3	205.04	400	0.0933	0.0544	376.062
E6	ALL	DELAY_60|EXT|TRAIL_1.0R	144408	0.3265	-25.14	-73.75	243.77	212.5	437.5	-0.1474	-0.4522	1.232	125.74	275	0.0358	0.0126	376.062
E6	ALL	DELAY_60|EXT|TRAIL_1.5R	144408	0.3288	-21.21	-98.75	243.77	212.5	437.5	-0.1332	-0.6742	1.729	161.9	350	0.0608	0.0261	376.062
E6	ALL	DELAY_60|RECLAIM|PHASE	78228	0.1441	-17.86	-117.5	134.68	100	262.5	-0.2661	-1.2667	2.114	126.36	250	0.0644	0.0398	203.719
E6	ALL	DELAY_60|RECLAIM|TRAIL_1.0R	78228	0.2828	-27.57	-55	134.68	100	262.5	-0.3072	-0.6353	1.219	71.91	162.5	0.0131	0.0042	203.719
E6	ALL	DELAY_60|RECLAIM|TRAIL_1.5R	78228	0.2871	-25.27	-73.75	134.68	100	262.5	-0.2952	-0.925	1.744	92.67	200	0.0259	0.0095	203.719
E6	ALL	DELAY_60|SWING|PHASE	152653	0.0949	-25.52	-92.5	78.74	62.5	137.5	-0.4143	-1.4667	-0.6	81.11	150	0.0417	0.0252	397.534
E6	ALL	DELAY_60|SWING|TRAIL_1.0R	152653	0.2577	-27.86	-42.5	78.74	62.5	137.5	-0.4409	-0.8	1.171	43.89	100	0.0033	0.0008	397.534
E6	ALL	DELAY_60|SWING|TRAIL_1.5R	152653	0.2683	-27.21	-55	78.74	62.5	137.5	-0.4262	-1.1	1.7	55.87	112.5	0.0079	0.0021	397.534
E6	ALL	DELAY_120|EXT|PHASE	140878	0.2403	-21.97	-167.5	253.26	212.5	462.5	-0.1459	-1.1091	2.25	210.75	412.5	0.095	0.0552	366.87
E6	ALL	DELAY_120|EXT|TRAIL_1.0R	140878	0.3246	-25.59	-73.75	253.26	212.5	462.5	-0.1527	-0.4538	1.217	130.2	287.5	0.0385	0.0144	366.87
E6	ALL	DELAY_120|EXT|TRAIL_1.5R	140878	0.3282	-21.37	-98.75	253.26	212.5	462.5	-0.1391	-0.67	1.717	167.72	362.5	0.0631	0.0277	366.87
E6	ALL	DELAY_120|RECLAIM|PHASE	78106	0.1549	-18.59	-123.75	149.86	112.5	300	-0.2504	-1.24	2.234	138.19	275	0.0692	0.0425	203.401
E6	ALL	DELAY_120|RECLAIM|TRAIL_1.0R	78106	0.2867	-28.17	-55	149.86	112.5	300	-0.2923	-0.6	1.2	79.49	175	0.0156	0.0053	203.401
E6	ALL	DELAY_120|RECLAIM|TRAIL_1.5R	78106	0.292	-24.56	-73.75	149.86	112.5	300	-0.2746	-0.9	1.729	102.45	225	0.0307	0.0127	203.401
E6	ALL	DELAY_120|SWING|PHASE	152911	0.0997	-25.84	-105	84.68	62.5	150	-0.3958	-1.44	-0.044	86.33	156.25	0.0434	0.0264	398.206
E6	ALL	DELAY_120|SWING|TRAIL_1.0R	152911	0.2603	-28.24	-48.75	84.68	62.5	150	-0.4272	-0.7636	1.169	46.85	100	0.0044	0.0009	398.206
E6	ALL	DELAY_120|SWING|TRAIL_1.5R	152911	0.2684	-27.33	-55	84.68	62.5	150	-0.4113	-1.0923	1.7	59.95	125	0.0095	0.0029	398.206
E6	ALL	DELAY_180|EXT|PHASE	137774	0.2444	-21.91	-167.5	262	225	487.5	-0.1409	-1.1043	2.215	215.78	425	0.0968	0.0562	358.786
E6	ALL	DELAY_180|EXT|TRAIL_1.0R	137774	0.3252	-24.91	-80	262	225	487.5	-0.1488	-0.456	1.226	134.65	300	0.0409	0.0157	358.786
E6	ALL	DELAY_180|EXT|TRAIL_1.5R	137774	0.3286	-21.89	-98.75	262	225	487.5	-0.1405	-0.6652	1.717	173.23	375	0.0648	0.0293	358.786
E6	ALL	DELAY_180|RECLAIM|PHASE	78165	0.1636	-19	-130	162.65	125	325	-0.2474	-1.22	2.283	147.6	300	0.073	0.0448	203.555
E6	ALL	DELAY_180|RECLAIM|TRAIL_1.0R	78165	0.2884	-28.14	-55	162.65	125	325	-0.2775	-0.6	1.2	86.17	200	0.019	0.0068	203.555
E6	ALL	DELAY_180|RECLAIM|TRAIL_1.5R	78165	0.2926	-24.85	-80	162.65	125	325	-0.2633	-0.8818	1.733	111.28	250	0.0348	0.0149	203.555
E6	ALL	DELAY_180|SWING|PHASE	153021	0.1053	-24.75	-105	89.76	75	162.5	-0.37	-1.4	0.46	90.63	168.75	0.046	0.0279	398.492
E6	ALL	DELAY_180|SWING|TRAIL_1.0R	153021	0.2633	-27.88	-48.75	89.76	75	162.5	-0.4126	-0.7556	1.2	49.67	112.5	0.005	0.0013	398.492
E6	ALL	DELAY_180|SWING|TRAIL_1.5R	153021	0.2718	-26.89	-61.25	89.76	75	162.5	-0.3992	-1.0692	1.7	63.45	137.5	0.0113	0.0037	398.492
E6	ALL	DELAY_300|EXT|PHASE	132925	0.2526	-20.1	-167.5	277.09	225	525	-0.1299	-1.0966	2.168	223.67	450	0.1001	0.0578	346.159
E6	ALL	DELAY_300|EXT|TRAIL_1.0R	132925	0.329	-22.85	-80	277.09	225	525	-0.1422	-0.4369	1.236	141.11	325	0.0445	0.0181	346.159
E6	ALL	DELAY_300|EXT|TRAIL_1.5R	132925	0.331	-18.22	-98.75	277.09	225	525	-0.1295	-0.6412	1.733	180.92	400	0.0696	0.0323	346.159
E6	ALL	DELAY_300|RECLAIM|PHASE	77895	0.1793	-17.97	-130	184	137.5	375	-0.2173	-1.2	2.353	162.39	337.5	0.0795	0.048	202.852
E6	ALL	DELAY_300|RECLAIM|TRAIL_1.0R	77895	0.296	-26.32	-55	184	137.5	375	-0.2519	-0.5667	1.2	96.3	225	0.0248	0.0096	202.852
E6	ALL	DELAY_300|RECLAIM|TRAIL_1.5R	77895	0.2989	-23.02	-80	184	137.5	375	-0.242	-0.8436	1.726	124.39	281.25	0.0415	0.0191	202.852
E6	ALL	DELAY_300|SWING|PHASE	153160	0.1152	-22.71	-105	99.59	75	187.5	-0.3388	-1.4	1.12	98.53	187.5	0.0508	0.0303	398.854
E6	ALL	DELAY_300|SWING|TRAIL_1.0R	153160	0.2718	-26.95	-48.75	99.59	75	187.5	-0.381	-0.7127	1.2	54.21	125	0.0071	0.002	398.854
E6	ALL	DELAY_300|SWING|TRAIL_1.5R	153160	0.2793	-24.81	-61.25	99.59	75	187.5	-0.3628	-1.0333	1.76	69.44	150	0.015	0.0054	398.854
E6	ALL	DELAY_600|EXT|PHASE	124490	0.2698	-17.86	-155	311.19	250	600	-0.1167	-1.0824	2.076	240.75	500	0.1065	0.0607	324.193
E6	ALL	DELAY_600|EXT|TRAIL_1.0R	124490	0.3347	-21.03	-73.75	311.19	250	600	-0.1321	-0.4154	1.23	155.69	362.5	0.0529	0.0225	324.193
E6	ALL	DELAY_600|EXT|TRAIL_1.5R	124490	0.3391	-17.59	-98.75	311.19	250	600	-0.124	-0.5889	1.665	198.78	450	0.0772	0.0365	324.193
E6	ALL	DELAY_600|RECLAIM|PHASE	77544	0.2083	-13.67	-136.25	227.56	162.5	475	-0.1746	-1.15	2.308	190.23	412.5	0.0909	0.0537	201.938
E6	ALL	DELAY_600|RECLAIM|TRAIL_1.0R	77544	0.3067	-22.41	-67.5	227.56	162.5	475	-0.2132	-0.532	1.24	116.52	275	0.035	0.0156	201.938
E6	ALL	DELAY_600|RECLAIM|TRAIL_1.5R	77544	0.3099	-19.47	-80	227.56	162.5	475	-0.2015	-0.78	1.74	150.38	350	0.0547	0.027	201.938
E6	ALL	DELAY_600|SWING|PHASE	152978	0.1326	-20.96	-105	117.49	87.5	225	-0.3007	-1.3385	1.678	112.55	225	0.0577	0.0347	398.38
E6	ALL	DELAY_600|SWING|TRAIL_1.0R	152978	0.2771	-26.04	-55	117.49	87.5	225	-0.3478	-0.68	1.2	62.89	137.5	0.0107	0.0035	398.38
E6	ALL	DELAY_600|SWING|TRAIL_1.5R	152978	0.2839	-24.18	-67.5	117.49	87.5	225	-0.3304	-0.975	1.76	81.09	175	0.0209	0.0081	398.38
E6	ALL	TREND_900|EXT|PHASE	75195	0.3337	-12.44	-223.75	437.67	362.5	775	-0.0606	-1.0407	1.989	319.7	625	0.1361	0.0784	195.82
E6	ALL	TREND_900|EXT|TRAIL_1.0R	75195	0.3609	-14.97	-105	437.67	362.5	775	-0.0629	-0.3357	1.229	215.89	462.5	0.0816	0.0375	195.82
E6	ALL	TREND_900|EXT|TRAIL_1.5R	75195	0.3683	-10.31	-136.25	437.67	362.5	775	-0.0532	-0.436	1.606	273.27	575	0.1111	0.0561	195.82
E6	ALL	TREND_900|RECLAIM|PHASE	75195	0.227	-13.07	-142.5	257.33	187.5	537.5	-0.1574	-1.1273	2.285	209.58	450	0.0976	0.0579	195.82
E6	ALL	TREND_900|RECLAIM|TRAIL_1.0R	75195	0.3174	-20.79	-67.5	257.33	187.5	537.5	-0.1786	-0.4857	1.244	130.6	300	0.0408	0.0188	195.82
