ep	asset	sec	side	p	call	src	compl	why
HG-20240419-S-E99	HG	15:03	S	0.129	SKIP	RUBRIC	-	fresh+level_held+flow
SI-20240419-S-E89	SI	15:05	S	0.064	SKIP	RUBRIC	-	flow+fuel+wide
HG-20240419-L-E110	HG	15:06	L	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
NKD-20240419-S-E105	NK	15:07	S	0.064	SKIP	RUBRIC	-	fresh+level_held+flow_against+fuel+wide
SI-20240419-L-E76	SI	15:11	L	0.091	SKIP	RUBRIC	-	level_held+flow
HG-20240419-L-E111	HG	15:11	L	0.045	SKIP	RUBRIC	-	stale+level_held
HG-20240419-S-E100	HG	15:14	S	0.064	SKIP	RUBRIC	-	fresh+level_held+flow_against
NKD-20240419-S-E106	NK	15:14	S	0.182	TAKE	RUBRIC	-	fresh+level_held+flow+fuel
SI-20240419-S-E90	SI	15:15	S	0.064	SKIP	RUBRIC	-	level_held+flow+wide
HG-20240419-S-E101	HG	15:18	S	0.045	SKIP	RUBRIC	-	level_held+flow_against
HG-20240419-L-E112	HG	15:19	L	0.045	SKIP	RUBRIC	-	stale+flow
SI-20240419-L-E77	SI	15:20	L	0.032	SKIP	RUBRIC	-	level_held+flow_against+wide
NKD-20240419-S-E107	NK	15:22	S	0.032	SKIP	RUBRIC	-	wide
SI-20240419-S-E91	SI	15:24	S	0.045	SKIP	RUBRIC	-	level_held+flow_against+fuel+wide
HG-20240419-S-E102	HG	15:24	S	0.064	SKIP	RUBRIC	-	level_held+flow_against+fuel
HG-20240419-L-E113	HG	15:25	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-S-E108	NK	15:27	S	0.064	SKIP	RUBRIC	-	level_held+flow+wide
HG-20240419-S-E103	HG	15:27	S	0.064	SKIP	RUBRIC	-	level_held+flow_against+fuel
SI-20240419-S-E92	SI	15:27	S	0.045	SKIP	RUBRIC	-	level_held+flow_against+fuel+wide
HG-20240419-L-E114	HG	15:28	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240419-L-E78	SI	15:29	L	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240419-L-E100	NK	15:30	L	0.091	SKIP	RUBRIC	-	stale+level_held+flow+fuel
NKD-20240419-S-E109	NK	15:30	S	0.045	SKIP	RUBRIC	-	level_held+wide
HG-20240419-S-E104	HG	15:30	S	0.064	SKIP	RUBRIC	-	level_held+flow_against+fuel
SI-20240419-S-E93	SI	15:30	S	0.129	SKIP	RUBRIC	-	fresh+level_held+fuel
HG-20240419-L-E115	HG	15:31	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-S-E110	NK	15:37	S	0.064	SKIP	RUBRIC	-	level_held+flow+wide
HG-20240419-L-E116	HG	15:37	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-S-E105	HG	15:38	S	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
NKD-20240419-L-E101	NK	15:42	L	0.045	SKIP	RUBRIC	-	stale+flow
NKD-20240419-S-E111	NK	15:42	S	0.032	SKIP	RUBRIC	-	wide
SI-20240419-S-E94	SI	15:42	S	0.129	SKIP	RUBRIC	-	fresh+flow+fuel
HG-20240419-L-E117	HG	15:43	L	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
SI-20240419-L-E79	SI	15:43	L	0.022	SKIP	RUBRIC	-	stale+flow_against
HG-20240419-S-E106	HG	15:43	S	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
HG-20240419-S-E107	HG	15:47	S	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
SI-20240419-S-E95	SI	15:47	S	0.064	SKIP	RUBRIC	-	fresh+flow_against+fuel
NKD-20240419-S-E112	NK	15:49	S	0.091	SKIP	RUBRIC	-	fresh+level_held+fuel+wide
SI-20240419-S-E96	SI	15:50	S	0.129	SKIP	RUBRIC	-	fresh+level_held+flow+fuel+wide
HG-20240419-L-E118	HG	15:51	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240419-L-E80	SI	15:53	L	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
NKD-20240419-L-E102	NK	15:54	L	0.032	SKIP	RUBRIC	-	stale
HG-20240419-S-E108	HG	15:55	S	0.091	SKIP	RUBRIC	-	level_held+fuel
SI-20240419-S-E97	SI	15:55	S	0.064	SKIP	RUBRIC	-	fresh+level_held+flow_against+fuel+wide
HG-20240419-L-E119	HG	15:57	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240419-S-E98	SI	15:58	S	0.129	SKIP	RUBRIC	-	fresh+level_held+flow+fuel+wide
HG-20240419-S-E109	HG	15:58	S	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240419-L-E103	NK	15:59	L	0.045	SKIP	RUBRIC	-	stale+flow
HG-20240419-L-E120	HG	15:59	L	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
NKD-20240419-S-E113	NK	16:00	S	0.045	SKIP	RUBRIC	-	fresh+level_held+flow_against+wide
SI-20240419-L-E81	SI	16:04	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240419-L-E121	HG	16:05	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-L-E104	NK	16:05	L	0.045	SKIP	RUBRIC	-	stale+flow
NKD-20240419-S-E114	NK	16:07	S	0.032	SKIP	RUBRIC	-	wide
SI-20240419-S-E99	SI	16:12	S	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
NKD-20240419-S-E115	NK	16:12	S	0.064	SKIP	RUBRIC	-	level_held
HG-20240419-S-E110	HG	16:12	S	0.064	SKIP	RUBRIC	-	level_held+flow_against+fuel
HG-20240419-L-E122	HG	16:12	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-L-E105	NK	16:14	L	0.064	SKIP	RUBRIC	-	stale+level_held+fuel
NKD-20240419-S-E116	NK	16:15	S	0.064	SKIP	RUBRIC	-	level_held+flow+wide
SI-20240419-S-E100	SI	16:15	S	0.091	SKIP	RUBRIC	-	flow+fuel
SI-20240419-L-E82	SI	16:17	L	0.032	SKIP	RUBRIC	-	stale+flow+wide
HG-20240419-L-E123	HG	16:17	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-L-E106	NK	16:19	L	0.129	SKIP	RUBRIC	-	fresh+flow+fuel
NKD-20240419-S-E117	NK	16:19	S	0.045	SKIP	RUBRIC	-	level_held+wide
NKD-20240419-L-E107	NK	16:23	L	0.091	SKIP	RUBRIC	-	fresh+level_held+fuel+wide
NKD-20240419-S-E118	NK	16:24	S	0.064	SKIP	RUBRIC	-	level_held+flow+wide
SI-20240419-S-E101	SI	16:26	S	0.064	SKIP	RUBRIC	-	fresh+level_held+flow_against+fuel+wide
HG-20240419-S-E111	HG	16:26	S	0.129	SKIP	RUBRIC	-	fresh+flow+fuel
HG-20240419-L-E124	HG	16:27	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-L-E108	NK	16:31	L	0.091	SKIP	RUBRIC	-	fresh+level_held+fuel+wide
SI-20240419-L-E83	SI	16:32	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-S-E112	HG	16:34	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E119	NK	16:34	S	0.064	SKIP	RUBRIC	-	level_held
SI-20240419-S-E102	SI	16:34	S	0.129	SKIP	RUBRIC	-	fresh+level_held+flow+fuel+wide
HG-20240419-L-E125	HG	16:35	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E84	SI	16:37	L	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
HG-20240419-L-E126	HG	16:38	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-S-E113	HG	16:39	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E120	NK	16:39	S	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240419-L-E109	NK	16:40	L	0.091	SKIP	RUBRIC	-	fresh+fuel
HG-20240419-L-E127	HG	16:41	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E103	SI	16:43	S	0.064	SKIP	RUBRIC	-	level_held+flow_against+fuel
SI-20240419-L-E85	SI	16:44	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-S-E114	HG	16:44	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E128	HG	16:45	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E121	NK	16:48	S	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240419-L-E110	NK	16:51	L	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
HG-20240419-S-E115	HG	16:51	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E104	SI	16:51	S	0.045	SKIP	RUBRIC	-	level_held+flow_against+fuel+wide
SI-20240419-L-E86	SI	16:52	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-S-E122	NK	16:53	S	0.064	SKIP	RUBRIC	-	level_held+flow+wide
NKD-20240419-L-E111	NK	16:54	L	0.064	SKIP	RUBRIC	-	level_held+flow+wide
HG-20240419-L-E129	HG	16:55	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E87	SI	16:56	L	0.045	SKIP	RUBRIC	-	stale+level_held
HG-20240419-S-E116	HG	16:57	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E105	SI	16:57	S	0.129	SKIP	RUBRIC	-	fresh+level_held+flow+fuel+wide
NKD-20240419-S-E123	NK	16:57	S	0.032	SKIP	RUBRIC	-	wide
HG-20240419-L-E130	HG	17:00	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E88	SI	17:00	L	0.032	SKIP	RUBRIC	-	stale+level_held+wide
NKD-20240419-S-E124	NK	17:02	S	0.064	SKIP	RUBRIC	-	flow
NKD-20240419-L-E112	NK	17:03	L	0.091	SKIP	RUBRIC	-	level_held+fuel
SI-20240419-S-E106	SI	17:03	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
SI-20240419-L-E89	SI	17:04	L	0.022	SKIP	RUBRIC	-	stale+level_held+flow_against+wide
NKD-20240419-L-E113	NK	17:07	L	0.091	SKIP	RUBRIC	-	flow+fuel
SI-20240419-S-E107	SI	17:12	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-S-E117	HG	17:13	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E125	NK	17:13	S	0.064	SKIP	RUBRIC	-	flow
SI-20240419-L-E90	SI	17:13	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E114	NK	17:14	L	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
HG-20240419-S-E118	HG	17:15	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E108	SI	17:15	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E126	NK	17:16	S	0.091	SKIP	RUBRIC	-	level_held+flow
SI-20240419-L-E91	SI	17:20	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E109	SI	17:21	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E127	NK	17:22	S	0.032	SKIP	RUBRIC	-	wide
HG-20240419-L-E131	HG	17:22	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-S-E119	HG	17:23	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E92	SI	17:23	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E132	HG	17:26	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E115	NK	17:26	L	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
NKD-20240419-S-E128	NK	17:27	S	0.045	SKIP	RUBRIC	-	stale+level_held
HG-20240419-S-E120	HG	17:27	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E110	SI	17:27	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E93	SI	17:28	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E133	HG	17:30	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E116	NK	17:30	L	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
HG-20240419-S-E121	HG	17:32	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E111	SI	17:33	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E129	NK	17:33	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-L-E134	HG	17:37	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E117	NK	17:37	L	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
SI-20240419-L-E94	SI	17:37	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E130	NK	17:38	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-S-E122	HG	17:40	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E112	SI	17:40	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E131	NK	17:41	S	0.045	SKIP	RUBRIC	-	stale+level_held
HG-20240419-S-E123	HG	17:43	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E132	NK	17:44	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
SI-20240419-S-E113	SI	17:44	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E135	HG	17:46	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E118	NK	17:46	L	0.091	SKIP	RUBRIC	-	level_held+flow+fuel+wide
SI-20240419-L-E95	SI	17:47	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-S-E124	HG	17:50	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E133	NK	17:51	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-L-E136	HG	17:52	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E119	NK	17:53	L	0.045	SKIP	RUBRIC	-	fuel+wide
HG-20240419-S-E125	HG	17:53	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E134	NK	17:55	S	0.032	SKIP	RUBRIC	-	stale+flow+wide
HG-20240419-S-E126	HG	17:57	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E96	SI	17:58	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E137	HG	17:58	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E120	NK	18:00	L	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
HG-20240419-L-E138	HG	18:02	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-S-E127	HG	18:03	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E135	NK	18:03	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
SI-20240419-S-E114	SI	18:03	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-S-E128	HG	18:06	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-S-E129	HG	18:10	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E115	SI	18:10	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E121	NK	18:11	L	0.129	SKIP	RUBRIC	-	fresh+level_held+flow+fuel+wide
HG-20240419-S-E130	HG	18:12	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E136	NK	18:12	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E139	HG	18:15	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-S-E131	HG	18:15	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E140	HG	18:18	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-S-E132	HG	18:19	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E116	SI	18:19	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E141	HG	18:22	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E97	SI	18:22	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E117	SI	18:24	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-S-E133	HG	18:25	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E122	NK	18:27	L	0.091	SKIP	RUBRIC	-	fresh+level_held+fuel+wide
SI-20240419-L-E98	SI	18:30	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E137	NK	18:30	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-L-E123	NK	18:32	L	0.091	SKIP	RUBRIC	-	fresh+level_held+flow_against+fuel
HG-20240419-L-E142	HG	18:34	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E99	SI	18:34	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E143	HG	18:36	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E124	NK	18:37	L	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240419-S-E138	NK	18:37	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
HG-20240419-L-E144	HG	18:42	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E125	NK	18:44	L	0.091	SKIP	RUBRIC	-	fresh+level_held+flow_against+fuel
HG-20240419-L-E145	HG	18:44	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-L-E100	SI	18:47	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E139	NK	18:49	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-L-E126	NK	18:52	L	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240419-S-E140	NK	18:56	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
NKD-20240419-L-E127	NK	18:59	L	0.091	SKIP	RUBRIC	-	level_held+flow+fuel+wide
HG-20240419-S-E134	HG	19:03	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E146	HG	19:05	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E118	SI	19:06	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240419-S-E141	NK	19:07	S	0.045	SKIP	RUBRIC	-	stale+level_held
NKD-20240419-L-E128	NK	19:08	L	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
HG-20240419-S-E135	HG	19:08	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240419-L-E147	HG	19:10	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E119	SI	19:13	S	0.064	SKIP	RUBRIC	-	fresh+level_held+flow_against+fuel+wide
SI-20240419-L-E101	SI	19:16	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240419-S-E136	HG	19:17	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E142	NK	19:17	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-L-E129	NK	19:19	L	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
HG-20240419-L-E148	HG	19:20	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E143	NK	19:23	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
SI-20240419-S-E120	SI	19:23	S	0.129	SKIP	RUBRIC	-	fresh+level_held+fuel
SI-20240419-L-E102	SI	19:25	L	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
SI-20240419-S-E121	SI	19:27	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
HG-20240419-S-E137	HG	19:28	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E144	NK	19:29	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
SI-20240419-S-E122	SI	19:31	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240419-L-E130	NK	19:32	L	0.091	SKIP	RUBRIC	-	level_held+fuel
SI-20240419-S-E123	SI	19:37	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240419-L-E131	NK	19:39	L	0.091	SKIP	RUBRIC	-	level_held+flow+fuel+wide
NKD-20240419-S-E145	NK	19:40	S	0.045	SKIP	RUBRIC	-	stale+level_held
SI-20240419-S-E124	SI	19:43	S	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
NKD-20240419-L-E132	NK	19:45	L	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
SI-20240419-L-E103	SI	19:47	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240419-L-E149	HG	19:48	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E133	NK	19:48	L	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
SI-20240419-S-E125	SI	19:49	S	0.064	SKIP	RUBRIC	-	level_held+flow_against+fuel
SI-20240419-L-E104	SI	19:51	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-L-E134	NK	19:52	L	0.091	SKIP	RUBRIC	-	level_held+flow+fuel+wide
NKD-20240419-S-E146	NK	19:57	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
HG-20240419-S-E138	HG	19:59	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E126	SI	19:59	S	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
NKD-20240419-L-E135	NK	20:00	L	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
NKD-20240419-S-E147	NK	20:02	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
SI-20240419-L-E105	SI	20:03	L	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
SI-20240419-L-E106	SI	20:06	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240419-S-E139	HG	20:08	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E127	SI	20:09	S	0.091	SKIP	RUBRIC	-	level_held+fuel
NKD-20240419-L-E136	NK	20:09	L	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
NKD-20240419-S-E148	NK	20:10	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
SI-20240419-L-E107	SI	20:13	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
NKD-20240419-L-E137	NK	20:14	L	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
NKD-20240419-S-E149	NK	20:16	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
NKD-20240419-L-E138	NK	20:18	L	0.091	SKIP	RUBRIC	-	level_held+flow+fuel+wide
SI-20240419-L-E108	SI	20:21	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-L-E150	HG	20:21	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E150	NK	20:23	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
NKD-20240419-L-E139	NK	20:26	L	0.045	SKIP	RUBRIC	-	stale+level_held+fuel+wide
NKD-20240419-S-E151	NK	20:27	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-S-E140	HG	20:31	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E140	NK	20:33	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow+fuel+wide
NKD-20240419-S-E152	NK	20:35	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240419-S-E141	HG	20:42	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E141	NK	20:51	L	0.129	SKIP	RUBRIC	-	fresh+level_held+flow+fuel+wide
NKD-20240419-S-E153	NK	20:52	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
SI-20240419-L-E109	SI	20:53	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
NKD-20240419-S-E154	NK	20:56	S	0.045	SKIP	RUBRIC	-	stale+level_held
HG-20240419-L-E151	HG	20:56	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-L-E142	NK	20:57	L	0.129	SKIP	RUBRIC	-	fresh+flow+fuel
NKD-20240419-S-E155	NK	20:59	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
HG-20240419-L-E152	HG	20:59	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240419-S-E156	NK	21:02	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
NKD-20240419-L-E143	NK	21:03	L	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240419-S-E157	NK	21:07	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240419-S-E142	HG	21:08	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E128	SI	21:08	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow+fuel+wide
NKD-20240419-L-E144	NK	21:08	L	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
SI-20240419-L-E110	SI	21:13	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
NKD-20240419-L-E145	NK	21:15	L	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
NKD-20240419-S-E158	NK	21:16	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
NKD-20240419-L-E146	NK	21:21	L	0.045	SKIP	RUBRIC	-	fuel+wide
NKD-20240419-L-E147	NK	21:24	L	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
NKD-20240419-S-E159	NK	21:24	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
NKD-20240419-L-E148	NK	21:28	L	0.091	SKIP	RUBRIC	-	level_held+flow+fuel+wide
NKD-20240419-S-E160	NK	21:31	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
NKD-20240419-S-E161	NK	21:35	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240419-S-E162	NK	21:38	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240419-S-E129	SI	21:38	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow+fuel+wide
NKD-20240419-L-E149	NK	21:39	L	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
SI-20240419-S-E130	SI	21:44	S	0.091	SKIP	RUBRIC	-	stale+level_held+flow+fuel
NKD-20240419-L-E150	NK	21:46	L	0.091	SKIP	RUBRIC	-	fresh+level_held+fuel+wide
NKD-20240419-S-E163	NK	21:48	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
SI-20240419-S-E131	SI	21:49	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow+fuel+wide
SI-20240419-L-E111	SI	21:52	L	0.045	SKIP	RUBRIC	-	stale+level_held
NKD-20240419-S-E164	NK	21:53	S	0.045	SKIP	RUBRIC	-	stale+flow
HG-20240419-S-E143	HG	21:54	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240419-S-E132	SI	21:56	S	0.091	SKIP	RUBRIC	-	stale+level_held+flow+fuel
NKD-20240419-L-E151	NK	21:56	L	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240419-S-E165	NK	22:01	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
NKD-20240419-S-E166	NK	22:09	S	0.045	SKIP	RUBRIC	-	stale+level_held
NKD-20240419-L-E152	NK	22:11	L	0.064	SKIP	RUBRIC	-	fuel
NKD-20240419-L-E153	NK	22:17	L	0.091	SKIP	RUBRIC	-	flow+fuel
NKD-20240419-S-E167	NK	22:27	S	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-L-E112	SI	22:42	L	0.010	SKIP	RUBRIC	-	no_time
SI-20240419-L-E113	SI	22:47	L	0.010	SKIP	RUBRIC	-	no_time
