cid	call	conf	primary
SI-20210701-046816-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-047023-L	TAKE	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=650.35 vs threshold $639.60
NKD-20210701-047025-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=650.35 vs threshold $639.60
NKD-20210701-047048-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=650.35 vs threshold $639.60
NKD-20210701-047128-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-047130-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-047143-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-047153-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-047267-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-047346-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-047346-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=500.14 vs threshold $639.60
HG-20210701-047477-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-047603-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-047653-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-047657-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-047696-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-047700-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-047712-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-047780-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-047783-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-047964-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-047994-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-048215-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-048311-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-048343-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-048351-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-048367-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-048411-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-048446-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-048472-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-048500-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-048547-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-048588-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-048622-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-048688-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-048703-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-048745-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-048853-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-048897-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-049040-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-049049-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-049133-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-049152-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-049212-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-049227-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=500.14 vs threshold $639.60
HG-20210701-049259-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-049267-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-049293-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-049363-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-049414-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-049548-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-049643-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-049850-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-050068-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-050223-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-050225-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-050394-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-050410-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-050570-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-050662-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-050919-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051031-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051318-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051407-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051562-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-051602-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051604-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051611-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051623-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-051668-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=500.14 vs threshold $639.60
HG-20210701-051709-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=500.14 vs threshold $639.60
NKD-20210701-051713-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051725-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051754-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051759-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051783-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-051788-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051795-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051798-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051799-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051827-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-051903-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052046-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052071-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052166-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-052246-S	TAKE	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=704.60 vs threshold $639.60
SI-20210701-052261-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-052284-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=704.60 vs threshold $639.60
NKD-20210701-052317-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052332-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=704.60 vs threshold $639.60
HG-20210701-052349-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=704.60 vs threshold $639.60
HG-20210701-052351-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052376-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=704.60 vs threshold $639.60
HG-20210701-052389-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-052433-L	TAKE	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=704.60 vs threshold $639.60
NKD-20210701-052436-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=704.60 vs threshold $639.60
SI-20210701-052437-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052445-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-052454-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-052456-L	TAKE	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=704.60 vs threshold $639.60
SI-20210701-052465-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=704.60 vs threshold $639.60
HG-20210701-052479-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=704.60 vs threshold $639.60
SI-20210701-052481-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052523-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=704.60 vs threshold $639.60
NKD-20210701-052538-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-052541-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-052561-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052570-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052578-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-052584-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052590-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=704.60 vs threshold $639.60
SI-20210701-052602-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=704.60 vs threshold $639.60
SI-20210701-052628-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-052694-S	TAKE	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=704.60 vs threshold $639.60
SI-20210701-052695-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052707-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052708-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-052799-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052915-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052933-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-052937-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-052946-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-052985-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-053019-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-053098-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-053119-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-053123-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-053193-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-053263-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-053288-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-053299-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=500.14 vs threshold $639.60
SI-20210701-053304-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=500.14 vs threshold $639.60
HG-20210701-053397-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-053401-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-053492-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-053580-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-053596-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-053642-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-053719-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-053734-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-053782-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-053788-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-053869-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-053872-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-053921-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-053928-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-054010-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-054106-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-054121-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-054126-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-054129-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-054129-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-054135-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-054136-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
HG-20210701-054181-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=120s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-054182-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-054186-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-054273-L	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=180s) and S13 class census cond_value$=516.84 vs threshold $639.60
SI-20210701-054339-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
NKD-20210701-054376-S	SKIP	C	primary: frozen mechanical policy — EARLIEST member of its EPISODE_CAUSAL group (K*=150s) and S13 class census cond_value$=516.84 vs threshold $639.60
